# Command: 
# structures were superimposed onto reference structure
# lag time set to 1 frames
# output dimension for PCA set to 2
# output dimension for TICA set to 2
# number of top principle components passed to time-lagged t-SNE set to 50
# output dimension for t-SNE and time-lagged t-SNE set to 2
# perplexity of t-SNE set to 10.000000
# perplexity of time-lagged t-SNE set to 10.000000
# early_exaggeration set to 12.000000
# structure_ID PCA1 PCA2 TICA1 TICA2 tSNE1 tSNE2 tltSNE1 tltSNE2
 1588 -4.088262 -5.959193 -1.502328 -2.034268 -43.943558 93.132591 -99.647835 38.877663
 1589 -5.997099 -4.279619 -1.514195 -2.177524 -46.586948 92.910042 -102.453308 45.111576
 1590 -7.543222 -5.802394 -1.584038 -1.787924 -45.944748 91.159546 -102.481346 45.423729
 1591 -5.698065 -5.913661 -1.330150 -1.810507 -46.126732 91.646675 -102.820351 45.884815
 1592 -7.974592 -4.843151 -1.144455 -1.665277 -46.336273 91.771118 -103.506966 46.449402
 1593 -6.322893 -3.831846 -1.019883 -2.087320 -50.046890 93.758492 -104.759033 47.511097
 1594 -4.771779 -1.708780 -0.905919 -1.893163 -50.352245 93.539330 -104.706482 47.536228
 1595 -6.507018 -3.112573 -0.981128 -1.761447 -50.164047 93.894035 -104.787323 47.535923
 1596 -6.383685 -4.424316 -0.850837 -1.998561 -49.812454 94.043121 -104.986931 47.578896
 1597 -4.577998 -2.510109 -1.188809 -1.751776 -50.798241 94.642372 -105.586060 47.320984
 1598 -5.010102 -1.917916 -0.927999 -1.761886 -51.133629 94.056702 -105.824997 48.375454
 1599 -3.962057 -2.540828 -1.160894 -1.460194 -50.846889 93.482964 -105.385712 48.657742
 1600 -4.792404 -1.990777 -0.942141 -1.691143 -50.945030 93.437721 -105.530937 48.724586
 1601 -4.050432 -1.299091 -1.014211 -1.699804 -51.114422 93.457069 -105.637878 48.948589
 1602 -4.318340 -0.819551 -1.084125 -2.043015 -51.493828 93.763931 -105.907562 48.929852
 1603 -3.217199 1.019125 -0.955837 -2.051893 -52.653168 93.556046 -106.168633 49.171856
 1604 -4.372061 0.662313 -0.743656 -1.770937 -52.632866 93.614136 -106.428314 49.394615
 1605 -7.656892 -1.184775 -0.981195 -2.038427 -51.873032 94.408745 -106.452591 49.599720
 1606 -6.373866 0.130342 -0.957116 -1.715523 -52.133373 94.113693 -106.766205 49.758778
 1607 -3.757676 1.030275 -0.789800 -1.773912 -52.631145 93.586685 -106.672539 49.533115
 1608 -4.979847 -1.597186 -1.082230 -1.823244 -51.898052 91.722038 -105.546638 49.956264
 1609 -5.194242 -0.041893 -1.299797 -1.797137 -51.940151 91.457069 -105.323708 50.339146
 1610 -6.118495 -0.045769 -1.281401 -1.842712 -51.951206 91.392891 -104.700729 51.266609
 1611 -6.695712 -2.815403 -1.448019 -1.699342 -51.680397 90.814995 -104.735107 51.265358
 1612 -7.391212 -2.870198 -1.557173 -1.635401 -51.615417 90.696228 -104.670235 51.297508
 1613 -10.129331 -3.112151 -1.981815 -1.760219 -51.118282 88.910385 -102.681358 52.238350
 1614 -10.570937 -3.547891 -1.935672 -1.775678 -51.071430 88.779167 -102.684784 52.239838
 1615 -5.962037 -0.863234 -1.881179 -1.570644 -51.572498 90.385849 -102.843849 52.217083
 1616 -9.962049 1.025573 -1.863663 -1.742866 -51.314850 89.514282 -102.779083 52.261696
 1617 -5.384337 8.152215 -2.253813 -1.241234 -9.568145 -11.647944 -68.833328 65.073128
 1618 -3.312855 3.361822 -2.393835 -1.614352 -9.753077 -11.735432 -68.579170 64.853096
 1619 -8.696762 2.824651 -2.363423 -1.278347 -9.807767 -11.888537 -68.603165 64.801033
 1620 -8.769242 0.766387 -1.846756 -1.154929 -10.452368 -11.759030 -68.689484 64.776161
 1621 -7.945182 0.922201 -2.265784 -1.306272 -10.215481 -11.773151 -68.389282 64.612068
 1622 -1.671379 -2.828211 -2.411491 -1.510414 -67.505829 75.557312 -67.963806 64.337860
 1623 -0.477561 -6.427851 -2.432229 -1.331890 -67.020546 76.046051 -67.651909 64.404694
 1624 -0.183837 -6.955699 -2.354555 -1.725119 -66.891312 76.164177 -67.345863 64.407066
 1625 -1.402868 -7.461404 -2.510001 -1.639613 -66.938843 76.137253 -66.917435 64.293724
 1626 -1.826277 -7.396639 -2.566024 -1.560320 -67.051437 76.189003 -66.967964 64.170616
 1627 -2.707016 -3.272384 -2.292270 -1.604718 -67.948685 76.202736 -66.963776 63.344524
 1628 -2.737812 -5.771401 -2.487594 -1.355361 -68.607849 75.569313 -66.752716 62.930920
 1629 -4.135000 -6.747966 -2.431790 -1.223970 -69.057648 75.341461 -65.994759 61.836300
 1630 -6.223164 -7.134732 -2.451063 -1.603173 -69.681885 75.158562 -65.916290 61.626461
 1631 -4.907561 -7.978182 -2.429741 -1.735084 -69.620239 74.933289 -65.884010 61.668476
 1632 -2.226897 -7.871005 -2.461939 -1.496889 -69.423714 74.605545 -65.243019 61.674515
 1633 -3.737762 -7.661347 -2.480177 -1.381620 -69.457161 74.661392 -65.093559 61.709793
 1634 -1.033904 -7.367638 -2.396583 -1.588119 -68.250610 73.509132 -64.934181 61.804562
 1635 -2.189374 -7.368114 -2.366665 -1.488188 -68.232552 73.649620 -64.731606 61.894146
 1636 -3.729727 -6.148138 -2.479619 -1.679358 -68.220787 73.845833 -64.696945 61.982273
 1637 -4.266137 -2.066997 -2.574098 -1.917387 -66.565361 73.217461 -64.861099 62.638939
 1638 0.232311 -3.541867 -2.328874 -1.727467 -66.656807 73.182297 -64.770172 63.114464
 1639 -2.274655 -4.085376 -2.094717 -1.630777 -67.525192 73.122238 -64.654945 63.283821
 1640 0.568520 -2.655305 -2.413937 -1.643940 -66.732712 73.164375 -64.600662 63.294048
 1641 -1.484018 -6.150790 -2.309910 -1.668793 -68.022415 73.846184 -64.082504 62.555222
 1642 -0.876392 -6.867836 -2.252881 -2.057632 -68.359612 73.308022 -63.498001 62.237686
 1643 -1.402727 -6.068863 -2.150436 -2.043383 -68.649872 73.114815 -63.216049 61.981934
 1644 -0.210793 -6.774433 -2.191832 -2.109426 -69.962151 72.864250 -61.840946 61.717361
 1645 -0.396499 -8.463881 -2.163826 -2.098191 -70.329308 72.304329 -61.586189 61.501896
 1646 -2.261977 -7.903328 -2.207734 -1.929443 -71.184402 71.984192 -60.949959 61.349121
 1647 -2.874423 -6.717799 -2.241913 -1.738493 -72.203262 72.304764 -60.490692 61.086861
 1648 -5.722203 -7.597012 -2.393796 -1.623724 -72.288834 72.369583 -60.532257 61.097618
 1649 -4.051101 -6.356151 -2.486750 -1.720621 -72.255394 72.402611 -60.616547 61.221733
 1650 -3.363980 -7.941737 -2.451872 -1.472115 -71.967049 72.770409 -61.292770 61.629730
 1651 -0.601159 -6.284533 -2.263622 -1.846509 -69.900337 73.050934 -61.527359 61.973423
 1652 -1.821027 -6.449063 -2.380787 -2.011274 -69.843292 72.906761 -61.496410 62.024403
 1653 -1.804096 -6.014735 -2.234988 -2.059828 -70.239342 73.175941 -60.144016 62.027912
 1654 -2.530122 -7.817180 -1.614292 -1.783270 -71.128937 72.959885 -58.192619 61.929195
 1655 -4.018319 -5.717493 -1.772209 -1.559211 -72.790596 72.126320 -57.650425 61.573143
 1656 -5.691645 -6.481501 -1.795670 -1.719480 -72.972206 71.581619 -57.718376 61.222031
 1657 -3.870485 -4.840428 -2.053553 -1.742717 -72.922256 71.347656 -57.857536 60.719097
 1658 -3.169384 -7.153209 -1.758149 -1.541287 -72.888931 71.665253 -57.488705 60.929768
 1659 -7.793142 -5.254857 -1.839793 -1.548520 -73.652634 72.213020 -57.229385 61.129654
 1660 -8.537329 -5.903513 -1.690688 -1.871705 -74.153091 72.377907 -56.976704 61.346252
 1661 -8.135902 -3.412405 -1.723947 -1.653000 -74.327759 72.475655 -56.541843 61.493206
 1662 -8.473628 -0.994189 -1.916372 -1.341379 -75.030289 72.919197 -56.254475 61.629795
 1663 -5.127553 -1.788751 -2.027682 -1.441455 -75.098579 73.092438 -56.208328 61.684330
 1664 -6.001276 -1.066923 -2.175412 -1.183733 -75.092506 73.071114 -56.124435 61.784336
 1665 -2.756595 -2.499814 -1.523733 -1.633858 -75.625397 75.641571 -55.560265 62.583042
 1666 -2.613441 -3.042857 -1.243596 -1.703454 -75.604591 75.572525 -55.256172 62.909306
 1667 -3.431823 -5.740009 -1.358833 -1.718050 -75.561478 75.502586 -55.235695 62.946941
 1668 -0.223747 -5.798003 -1.504980 -1.821584 -75.750214 76.414963 -54.930569 63.165314
 1669 -1.111945 -5.584493 -1.516865 -1.443713 -75.778694 76.568535 -54.666306 63.347218
 1670 -1.138943 -5.531198 -1.413442 -1.378635 -75.818260 76.693428 -54.415943 63.507805
 1671 -1.219375 -0.945508 -1.234499 -1.220039 -75.951134 77.022285 -54.334312 63.565063
 1672 -1.636571 -3.751694 -1.474503 -1.326956 -75.836876 76.741501 -54.341957 63.561386
 1673 -0.747999 -3.950059 -1.515498 -1.666900 -75.803696 76.684967 -54.314995 63.586140
 1674 -6.116300 2.218103 -1.164652 -1.235383 -4.076776 -52.022167 23.878347 23.303587
 1675 -7.488532 1.749334 -0.933542 -1.337044 -3.927144 -52.013763 24.049749 23.378330
 1676 -8.163419 9.614202 -1.136574 -1.736142 -3.152653 -51.929176 24.315731 23.511114
 1677 -13.797445 9.990207 -0.927186 -1.350953 -1.046550 -50.199032 25.190596 23.990170
 1678 -15.134521 9.568501 -0.581452 -1.367441 -0.838405 -49.768703 25.468985 24.090427
 1679 -12.491239 11.840528 -0.321576 -1.534246 -0.862107 -49.850822 25.505720 24.093134
 1680 -16.891212 11.335391 -1.292221 -1.308010 -0.983153 -50.091957 25.439497 24.172630
 1681 -9.087122 4.949498 -1.087392 -0.931592 -1.203545 -53.765041 25.830116 26.078053
 1682 -12.880100 4.745343 -0.994250 -0.805116 -1.168111 -53.811733 25.843636 26.119757
 1683 -4.760103 2.904937 -1.949618 -0.517048 -29.426657 -7.248179 25.900242 26.201288
 1684 -2.554245 2.985301 -1.189355 -0.425799 -15.012719 -34.110180 21.865864 38.840771
 1685 -0.156958 5.990809 -1.107115 -0.688836 -15.085663 -34.105507 21.821041 39.076782
 1686 1.215188 6.774669 -0.956552 -0.818098 -15.097350 -34.001564 21.809399 39.157318
 1687 -9.937266 2.596392 -0.349627 -1.065082 -14.340518 -35.291603 21.777237 39.356323
 1688 -8.056252 9.238384 -1.048193 -1.038979 -14.379222 -35.565109 21.755508 39.516579
 1689 -12.267807 11.760872 -0.493164 -1.165689 -14.092043 -36.077950 21.717005 39.798435
 1690 -13.706169 9.867171 -0.322114 -1.640190 -13.418941 -36.109703 21.663845 40.507954
 1691 -10.818463 8.307883 -0.374885 -1.410045 -14.233624 -35.725201 21.683796 40.254543
 1692 -8.295316 19.168509 -0.180504 -1.416115 41.520378 -27.251928 21.625412 41.157967
 1693 0.930025 18.081345 -0.236967 -0.754937 34.802879 13.795952 21.573629 42.331959
 1694 -13.153658 9.079332 -0.085740 -1.671101 -13.342281 -36.082642 21.623888 41.150219
 1695 4.022743 16.331238 -0.167380 -1.062454 34.939980 13.742802 21.575399 42.566795
 1696 6.504887 13.888434 -0.117032 -0.691949 35.153038 13.329682 21.566170 42.765892
 1697 0.424011 10.689290 -0.247502 -0.696625 20.836542 -2.705819 21.548780 43.830750
 1698 0.187678 15.175491 -0.720921 -0.322605 20.753670 -2.736100 21.575048 44.103447
 1699 9.072473 5.453815 -0.644540 -0.365144 36.471252 13.721704 21.709906 44.755043
 1700 9.575942 11.465694 -0.611516 -0.186495 36.390572 13.746982 21.776508 44.987144
 1701 -1.748424 13.083421 -0.263194 -0.382436 -16.192854 -35.103310 21.926146 45.507908
 1702 6.493442 10.872338 -0.570621 0.043422 36.810703 13.951678 21.997108 45.741409
 1703 10.801507 -0.290532 -0.345879 0.225904 53.079609 56.228161 22.662481 48.078609
 1704 9.415081 -4.868159 -0.333082 -0.307341 54.144669 55.956825 22.589096 47.992516
 1705 14.429745 -3.304750 -0.099151 0.137656 54.047146 55.948399 22.587774 47.993469
 1706 11.651796 -2.218005 -0.145362 -0.021504 53.762413 56.129047 22.752888 48.228664
 1707 7.748707 -0.329591 -0.298111 -0.260703 53.071888 56.633163 22.896038 48.435246
 1708 7.240868 2.926059 -0.274597 0.138021 52.905602 56.955627 22.940912 48.506695
 1709 11.245676 0.696863 -0.467077 0.192276 53.150322 56.617607 23.046499 48.651871
 1710 11.141472 1.885541 -0.222046 0.152860 53.100525 56.670708 23.167456 48.847271
 1711 7.711501 4.761568 0.027476 0.196962 52.040611 58.623760 24.188818 50.578808
 1712 4.196529 3.903679 -0.345232 -0.246015 51.768692 58.893528 24.351862 50.889332
 1713 6.360250 3.030003 -0.155189 0.161109 51.503815 58.787796 24.479494 51.184967
 1714 9.009979 1.623150 -0.152567 -0.319570 51.192257 58.758270 24.650209 51.597195
 1715 11.999113 0.984659 -0.109772 -0.348984 51.021362 58.719704 24.382719 52.057755
 1716 7.593237 3.246235 -0.262996 -0.718084 51.111523 58.749344 24.487263 52.003750
 1717 1.967115 6.782798 -0.097229 -0.610267 26.594368 11.692456 24.979794 52.043655
 1718 -1.842021 4.058835 -0.152079 -0.559574 26.589495 11.686237 25.174004 52.141113
 1719 5.213620 5.090600 -0.419964 -0.772680 52.082443 59.656387 25.353321 52.293205
 1720 4.612976 6.036173 -0.487576 -1.088941 52.420982 66.286781 25.925842 52.824650
 1721 1.113018 8.814834 -0.376865 -0.807982 52.494267 66.330864 26.488146 53.429459
 1722 3.310399 7.111433 -0.514613 -0.760281 52.664207 66.332573 26.662828 53.681271
 1723 4.863655 4.043729 -0.345089 -1.218800 53.430229 66.296471 26.973261 54.006134
 1724 6.912791 4.265927 -0.584694 -1.132997 53.594803 66.308388 26.994701 54.051338
 1725 6.642459 3.823770 -0.588641 -1.154612 53.493423 66.419945 27.095860 54.094486
 1726 6.013988 4.175455 -0.488857 -0.729577 53.517475 66.391670 27.090765 54.106480
 1727 5.871575 -1.179520 -0.324165 -1.095689 54.049442 65.968231 27.208086 54.100246
 1728 10.250545 -4.724403 -0.733371 -1.031353 54.717232 65.409943 28.074074 53.853012
 1729 7.032769 -0.700265 -0.778469 -1.839900 59.350418 64.048988 28.369946 53.676292
 1730 9.281359 4.078965 -0.465903 -1.194955 53.747406 66.894203 28.297504 53.678013
 1731 2.170462 8.951891 -0.360084 -1.397720 47.995342 69.441902 28.892672 53.116821
 1732 2.545787 12.419269 -0.496579 -0.928665 17.912746 -2.764075 29.444155 52.716415
 1733 -1.356280 11.278584 -0.460973 -0.975346 17.887812 -2.782169 29.496286 52.671200
 1734 -5.485921 8.727926 -0.453260 -1.281319 20.756357 -10.026908 29.534204 52.643356
 1735 -0.029377 13.800971 -0.195190 -0.909081 20.819666 -10.140512 30.966467 51.679352
 1736 10.935018 1.491703 -0.533730 -0.964555 21.941811 76.757065 31.179634 51.522846
 1737 14.459492 -5.857034 -0.275923 -1.043449 68.468079 56.096279 31.282301 51.441563
 1738 8.533119 9.188623 -0.091732 -1.106869 0.501359 54.775032 31.169399 51.541733
 1739 7.100522 3.623024 -0.664365 -1.452624 0.598235 54.743790 -12.027871 -25.490768
 1740 3.832465 2.453779 -0.840569 -1.215750 0.581127 54.763950 -12.025543 -25.488424
 1741 10.432578 -1.573530 -1.018328 -1.685068 31.045517 66.485298 36.809479 -42.944134
 1742 11.822155 -2.104633 -0.921368 -1.492164 31.021608 66.573784 36.903652 -42.923244
 1743 10.038146 2.558849 -0.744480 -1.176565 31.160702 66.202148 36.870834 -42.977768
 1744 14.860341 -7.231063 -0.902043 -0.694980 39.439388 87.940140 37.560646 -42.643253
 1745 14.802051 -10.740240 -1.057594 -0.963598 39.442463 87.985947 38.095657 -42.384457
 1746 16.163246 -8.024722 -1.118739 -1.103242 39.439316 87.962654 38.051380 -42.368286
 1747 14.876489 -5.130149 -1.121494 -1.198377 39.439907 87.915733 38.283085 -42.283257
 1748 15.652374 -7.557811 -1.141357 -0.913812 39.441132 87.971313 38.759232 -42.091091
 1749 7.423359 3.250614 -1.229319 -1.524283 19.265778 49.565632 40.085030 -41.611919
 1750 12.181979 3.264142 -0.964508 -1.524034 18.931025 49.767544 40.125420 -41.703434
 1751 5.372998 5.049997 -0.845325 -1.625736 19.481745 49.408234 40.176434 -41.505180
 1752 5.251570 4.917792 -1.146660 -1.684542 19.666506 49.286469 40.352066 -41.039860
 1753 7.397100 5.060384 -1.010238 -1.497506 20.337435 48.894569 40.436958 -40.739784
 1754 2.785014 3.269108 -1.237085 -1.667348 20.177790 48.733093 40.368473 -40.689194
 1755 12.872711 0.734841 -0.985677 -1.269650 21.276688 49.637993 40.510674 -40.698208
 1756 4.959540 0.906502 -0.975246 -1.351458 20.354553 48.828018 40.286705 -40.495621
 1757 9.054712 2.195939 -0.892135 -1.406115 20.807289 48.961147 39.898685 -40.075825
 1758 12.444589 2.221674 -0.813708 -1.248765 20.969635 49.070515 39.830627 -40.081856
 1759 2.008446 3.587299 -0.816915 -1.365569 20.388544 47.152779 39.353828 -39.631672
 1760 3.209126 2.704530 -0.660766 -1.690680 20.406523 47.330948 39.502968 -39.763912
 1761 0.830555 1.285263 -0.661497 -1.476693 20.575819 45.988670 38.083122 -37.659096
 1762 -1.075145 -0.887337 -0.667868 -1.181925 20.580204 45.825787 37.898613 -37.188755
 1763 -6.142438 -0.223443 -0.439840 -1.030905 -16.361498 -18.083462 37.623932 -35.991589
 1764 -3.728905 0.574660 -0.396961 -0.928008 -16.351334 -18.082230 37.620365 -36.026402
 1765 -3.028353 -1.871070 -0.517056 -0.984078 -16.348223 -18.081099 37.626228 -36.065453
 1766 1.453495 2.832542 -0.549746 -1.166234 20.610540 45.826645 37.882526 -37.174545
 1767 9.322785 5.489538 -0.907998 -1.335049 22.143497 48.191166 38.199318 -38.060329
 1768 8.753997 11.786505 -1.061754 -1.301300 22.864199 48.070877 38.287437 -38.426735
 1769 11.058614 4.722148 -1.318009 -1.282964 23.065660 48.048737 38.286369 -38.474079
 1770 -1.317580 4.596001 -0.852276 -1.435186 36.369953 -46.377354 37.098534 -34.616249
 1771 -7.997952 2.845524 -0.845437 -1.554917 -16.255585 -43.137272 37.046501 -34.428005
 1772 -9.957267 2.339797 -0.831100 -1.477998 -16.301397 -43.150585 36.899349 -34.250568
 1773 -12.439338 -0.184289 -0.692046 -1.430248 -15.923268 -43.165722 36.858227 -34.301109
 1774 -6.084291 6.316007 -0.743614 -1.542558 -16.722643 -43.093075 36.757374 -34.608475
 1775 -10.325415 -7.012760 -0.739251 -1.586130 -14.871338 -43.136105 36.820023 -34.647564
 1776 -0.835276 -0.113532 -0.250193 -1.700601 -13.897896 -9.684596 36.596035 -35.365356
 1777 -6.247970 5.796160 -0.537085 -1.681243 -15.252234 -22.865143 36.401043 -35.645367
 1778 12.613407 4.576406 -0.890445 -1.667097 81.948639 -33.947018 9.967175 25.441311
 1779 1.109338 -1.141082 -0.717677 -1.477087 75.409584 -41.353325 10.007821 25.469671
 1780 2.505880 -2.583876 -0.293881 -1.360916 75.288391 -41.325790 10.047818 25.473484
 1781 -17.342194 -1.234165 -0.446604 -1.746985 20.273945 -60.965508 8.893562 20.452568
 1782 -12.544107 -0.215986 0.153560 -1.446398 -15.435652 -46.710415 8.956635 20.441572
 1783 -15.627221 -1.190416 0.144963 -1.596775 -15.440036 -46.736679 8.990699 20.468052
 1784 -9.439825 1.597532 -0.050256 -1.506470 -18.194572 -44.990929 10.348901 21.159122
 1785 -8.635972 -1.829882 -0.147679 -1.283616 -18.235163 -44.989304 10.345867 21.177738
 1786 13.183578 2.089692 -0.275053 -1.237522 81.811928 -37.869808 11.293762 23.844049
 1787 4.678503 0.261837 -0.771714 -1.442421 75.247154 -41.270359 11.296984 23.878313
 1788 8.871084 13.126506 -0.810108 -1.545057 71.232773 -20.874218 11.467781 23.805708
 1789 8.634973 9.183456 -0.661224 -1.321296 71.233131 -20.857149 11.672565 23.724535
 1790 -14.986058 10.799403 -0.452900 -1.487072 6.186080 -43.843597 22.001322 17.521408
 1791 -7.479634 18.386961 -0.051334 -0.612215 13.990319 -34.465622 21.329702 17.548203
 1792 -17.250975 20.896034 -0.218351 -1.146671 11.322811 -31.656235 21.054602 17.316378
 1793 -10.764654 22.696743 -0.437754 -1.120779 11.434465 -31.698418 21.043501 17.272903
 1794 -10.981645 17.694172 -0.093896 -0.740927 11.465426 -31.776220 20.997833 17.166700
 1795 -22.251122 20.602819 -0.870842 -1.333529 4.602262 -26.307362 21.659191 16.195265
 1796 -16.520014 19.130964 -0.330723 -1.395944 4.372519 -26.122126 21.879490 16.136595
 1797 -5.992517 22.827637 -0.278565 -1.150214 16.647617 -33.212650 22.757778 15.995019
 1798 -3.931633 19.034159 -0.333151 -1.307909 16.256889 -33.158779 22.819185 15.944342
 1799 -14.036638 17.578381 -0.788189 -1.434530 7.042069 -44.036747 23.463867 15.301821
 1800 -12.935093 16.376593 -0.822949 -1.481380 6.600841 -44.018097 23.492773 15.247558
 1801 -2.222942 14.622098 -0.446342 -1.699262 16.766775 -33.246811 23.640865 15.064213
 1802 -13.471746 13.012572 -0.700148 -1.552663 6.555326 -44.063545 23.719675 14.861947
 1803 -16.739254 9.019627 -0.594465 -1.280584 -3.352437 -32.653046 23.795815 14.635109
 1804 -4.996037 2.137619 -0.867910 -1.422913 37.479126 -22.213398 -60.155327 -37.174091
 1805 -1.099044 4.305131 -0.765063 -1.655797 37.405346 -22.120750 -60.234097 -37.203518
 1806 -3.267847 4.563359 -0.351487 -1.647258 37.429184 -22.356413 -61.021976 -37.492294
 1807 6.315483 4.472081 -0.356975 -1.696807 69.054810 -33.935772 -61.181396 -37.555973
 1808 -1.427898 9.464759 -0.449333 -1.747466 37.318821 -22.477745 -61.224758 -37.566448
 1809 -4.532112 0.427395 -0.658094 -1.241905 37.520386 -22.264147 -61.286968 -37.586105
 1810 -7.966845 -4.482492 -1.053339 -1.366744 -6.077521 -74.564018 -61.666870 -37.713917
 1811 -3.394040 3.187614 -0.769144 -1.252523 37.668346 -22.511349 -62.365284 -37.953548
 1812 -0.864925 4.366470 -0.615663 -1.541770 37.836128 -22.660545 -62.866772 -38.122623
 1813 7.128615 2.139950 -0.617456 -1.509848 77.561584 -33.448315 -63.545914 -38.380184
 1814 8.181408 4.738051 -0.690841 -1.686699 78.006149 -32.995949 -63.729904 -38.474571
 1815 6.160141 1.488780 -0.755222 -1.400356 77.625168 -33.400448 -63.710316 -38.466301
 1816 10.141001 1.398473 -0.915487 -1.439425 77.616135 -33.406029 -63.699097 -38.465698
 1817 7.584535 4.553004 -0.844105 -1.295077 77.830276 -33.212723 -63.946808 -38.605873
 1818 6.460823 8.262944 -0.612622 -1.514786 78.329887 -32.854385 -65.135651 -39.464314
 1819 8.017245 6.851032 -0.688732 -1.289070 78.513100 -32.664299 -65.263878 -39.583401
 1820 12.391817 4.954450 -0.654199 -1.237687 80.953720 -31.645163 -65.434181 -39.697292
 1821 10.488214 4.006044 -0.624257 -1.186211 78.454803 -32.847874 -65.296448 -39.595577
 1822 17.292425 -1.017915 -0.410480 -0.968903 81.486305 -32.301369 -66.671463 -40.426659
 1823 16.476683 1.923319 -0.292326 -0.840507 81.337929 -32.202374 -66.725037 -40.465240
 1824 15.877631 1.149073 -0.414493 -1.107226 81.311897 -31.839668 -66.741302 -40.471893
 1825 11.446988 7.059027 -0.190845 -1.150706 80.560059 -32.343201 -66.713280 -40.414577
 1826 10.864579 3.636060 -0.218179 -0.812143 81.756317 -33.627617 -67.113556 -40.383831
 1827 16.342180 -2.181346 -0.564693 -1.089703 81.363663 -31.703894 -67.054787 -40.407253
 1828 14.238026 2.434811 -0.174896 -1.210161 81.672386 -33.445953 -67.170158 -40.398296
 1829 17.658709 -3.554003 -0.236690 -1.156255 82.204041 -42.631645 -70.901161 -40.176132
 1830 17.837013 -5.823374 -0.367297 -0.963313 82.203148 -42.420628 -71.286682 -40.038559
 1831 14.319391 -3.880699 -0.101973 -0.700025 81.991180 -42.703892 -71.311295 -40.076466
 1832 15.058279 -2.770022 0.079215 -0.866136 81.791336 -42.496979 -71.490639 -40.149471
 1833 15.066051 -0.995493 -0.064796 -0.789635 81.477005 -42.759315 -71.641777 -40.272308
 1834 14.210804 -1.503378 0.148909 -0.534736 81.352783 -42.858002 -71.658028 -40.388523
 1835 13.888486 -4.282127 0.132778 -1.019556 82.130043 -42.570053 -71.458054 -40.071323
 1836 12.223223 -4.713785 -0.066332 -0.881671 81.831429 -42.237164 -71.445847 -40.058601
 1837 14.564296 -5.238173 -0.123927 -0.896143 81.998886 -42.110638 -71.449936 -39.912003
 1838 14.436277 -8.724248 -0.050753 -0.590859 82.401108 -41.594040 -71.721924 -39.106060
 1839 16.114666 -5.903822 -0.252824 -0.811877 82.436325 -41.548779 -71.751923 -38.941025
 1840 14.695761 -3.773665 -0.160885 -0.651610 82.674583 -41.398769 -71.779343 -38.766098
 1841 13.541165 -6.744308 0.000600 -0.813301 83.219299 -40.872173 -71.897163 -36.409042
 1842 13.358767 -10.567675 -0.190768 -0.786484 83.309685 -40.554230 -71.879883 -36.254135
 1843 15.184147 -9.278960 -0.298272 -0.961639 83.139236 -40.322170 -71.709396 -35.830761
 1844 15.495499 -3.346148 -0.230758 -0.952419 82.004959 -39.854141 -71.547668 -35.500690
 1845 15.601817 -4.910780 0.031681 -1.261935 82.055962 -39.971176 -71.412193 -35.243092
 1846 13.777517 -6.030609 -0.169562 -1.434762 82.220009 -40.024822 -71.325562 -35.078419
 1847 15.342746 -0.483373 0.068341 -0.952110 81.516373 -39.512333 -71.139374 -34.585403
 1848 11.630466 4.846256 -0.187189 -0.972082 81.075829 -39.488163 -71.169647 -34.538651
 1849 10.672284 0.995089 -0.394931 -1.375879 81.586937 -38.046066 -71.140038 -34.594090
 1850 12.822473 -0.188643 -0.326606 -1.210894 81.658173 -38.125107 -70.950523 -34.701492
 1851 12.951391 2.522246 0.204719 -1.137388 80.333214 -36.957516 -70.381531 -34.617615
 1852 11.893795 0.243438 -0.031921 -1.135402 79.876663 -36.746704 -67.283089 -34.935337
 1853 14.876417 -5.825270 -0.114420 -1.167292 79.817230 -36.911903 -67.247475 -34.951813
 1854 9.200543 4.272868 0.063284 -1.251062 79.673470 -36.365971 -67.128876 -34.724983
 1855 5.905823 10.494463 -0.069679 -1.234731 77.763565 -29.752378 -66.861038 -34.156048
 1856 11.926269 10.592270 0.132181 -0.831744 77.780716 -29.785606 -66.768105 -33.885021
 1857 6.659178 3.651724 0.026314 -1.391257 74.602921 -38.899971 -67.331329 -29.707336
 1858 10.456111 0.851448 -0.077870 -1.118129 74.685287 -38.868473 -67.304337 -29.544071
 1859 6.574966 -1.888658 0.003308 -0.944434 74.662621 -38.947990 -67.301079 -29.507528
 1860 13.628004 2.625350 0.300512 -0.797424 74.798035 -38.758259 -67.293640 -29.436998
 1861 7.216916 11.651655 0.575619 -0.742117 58.509930 -9.828215 -66.983078 -28.725735
 1862 -6.422981 5.945519 0.560787 -0.981877 63.648205 -28.275547 -66.714447 -28.203062
 1863 2.915252 10.547626 0.231099 -1.217108 58.497768 -9.847335 -66.863876 -28.173445
 1864 -5.713155 1.032787 0.308967 -1.220395 63.695538 -28.279690 -66.679703 -28.130573
 1865 0.556847 1.849082 0.194674 -1.035932 63.956650 -28.264088 -66.676414 -28.190445
 1866 -12.758496 3.927889 0.217942 -0.953615 62.392509 -28.731199 -66.123863 -27.649387
 1867 -10.597353 2.640292 0.026232 -0.866033 62.568527 -28.672024 -66.107765 -27.632042
 1868 -7.400445 7.407906 0.160550 -1.236076 63.300579 -28.390125 -66.073853 -27.627991
 1869 -9.455553 1.319680 0.248176 -1.171285 62.398430 -28.697483 -65.683342 -27.290768
